독립변수,k,테스트정확도,N=3,옐로페이
"[8, 9, 10, 11, 13]",7,79.71,,
"[3, 11, 13]",3,78.26,,
"[3, 11, 13]",4,78.26,,
"[8, 10, 11, 13]",7,78.26,,
"[8, 11]",3,78.26,,
"[8, 11]",4,78.26,,
"[8, 11, 13]",5,78.26,,
"[8, 11, 13]",6,78.26,,
"[3, 8, 9, 10, 11, 13]",5,76.81,,
"[3, 8, 9, 10, 11, 13]",6,76.81,,
"[3, 13]",3,76.81,,
"[3, 13]",4,76.81,,
"[4, 9, 10, 11, 13]",3,76.81,,
"[4, 9, 10, 11, 13]",4,76.81,,
"[4, 10, 11, 13]",5,76.81,,
"[4, 10, 11, 13]",6,76.81,,
"[4, 13]",3,76.81,,
"[4, 13]",4,76.81,,
"[5, 6, 7, 8, 9, 10, 11, 13]",3,76.81,,
"[5, 8, 9, 10, 11, 13]",5,76.81,,
"[6, 8, 9]",5,76.81,,
"[6, 8, 9]",6,76.81,,
"[6, 9, 10]",5,76.81,,
"[6, 10, 11]",5,76.81,,
"[7, 11, 13]",5,76.81,,
"[8, 10, 11]",5,76.81,,
"[8, 11, 13]",7,76.81,,
"[9, 10, 11]",5,76.81,,
"[9, 10, 11]",6,76.81,,
"[9, 10, 11, 13]",5,76.81,,
"[9, 10, 11, 13]",6,76.81,,
"[9, 10, 11, 13]",7,76.81,,
"[10, 11, 13]",5,76.81,,
"[10, 11, 13]",7,76.81,,
"[10, 13]",5,76.81,,
"[10, 13]",6,76.81,,
"[11, 13]",5,76.81,,
"[11, 13]",6,76.81,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13]",3,75.36,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13]",4,75.36,,
"[3, 8, 9, 10, 11]",5,75.36,,
"[3, 11, 13]",5,75.36,,
"[3, 11, 13]",6,75.36,,
"[4, 6, 7, 8, 9, 10, 11, 13]",3,75.36,,
"[4, 6, 7, 8, 9, 10, 11, 13]",4,75.36,,
"[4, 7, 8, 9, 10, 11, 13]",3,75.36,,
"[4, 8, 9, 10, 11, 13]",5,75.36,,
"[4, 8, 9, 10, 11, 13]",6,75.36,,
"[4, 9, 10, 11]",4,75.36,,
"[4, 9, 10, 11, 13]",5,75.36,,
"[4, 9, 10, 11, 13]",6,75.36,,
"[4, 11, 13]",3,75.36,,
"[4, 11, 13]",4,75.36,,
"[5, 6, 7, 8, 9, 10, 11, 13]",5,75.36,,
"[5, 9, 10, 11]",6,75.36,,
"[5, 11, 13]",7,75.36,,
"[6, 8, 9, 10]",7,75.36,,
"[6, 8, 9, 10, 11]",5,75.36,,
"[6, 8, 9, 10, 11]",6,75.36,,
"[6, 8, 9, 10, 11]",7,75.36,,
"[6, 8, 9, 10, 11, 13]",5,75.36,,
"[6, 8, 9, 10, 11, 13]",6,75.36,,
"[6, 8, 9, 10, 11, 13]",7,75.36,,
"[6, 9, 10, 11]",5,75.36,,
"[6, 9, 10, 11]",6,75.36,,
"[7, 11, 13]",6,75.36,,
"[7, 13]",6,75.36,,
"[8, 9, 10, 11, 13]",5,75.36,,
"[8, 9, 10, 11, 13]",6,75.36,,
"[8, 10, 11]",6,75.36,,
"[8, 10, 11, 13]",5,75.36,,
"[8, 10, 11, 13]",6,75.36,,
"[8, 11]",5,75.36,,
"[8, 11]",6,75.36,,
"[8, 13]",5,75.36,,
"[8, 13]",6,75.36,,
"[9, 11, 13]",5,75.36,,
"[9, 11, 13]",6,75.36,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13]",3,73.91,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13]",5,73.91,,
"[3, 7, 8, 9, 10, 11, 13]",5,73.91,,
"[3, 8, 9, 10, 11]",6,73.91,,
"[3, 9, 10]",6,73.91,,
"[3, 9, 10, 11]",5,73.91,,
"[3, 9, 10, 11]",6,73.91,,
"[3, 9, 10, 11, 13]",5,73.91,,
"[3, 9, 10, 11, 13]",6,73.91,,
"[3, 10, 11]",5,73.91,,
"[3, 10, 11, 13]",6,73.91,,
"[3, 11]",3,73.91,,
"[4, 6, 7, 8, 9]",6,73.91,,
"[4, 8]",4,73.91,,
"[4, 8]",5,73.91,,
"[4, 8, 9, 10]",7,73.91,,
"[4, 8, 9, 10, 11]",7,73.91,,
"[4, 8, 9, 10, 11, 13]",3,73.91,,
"[4, 8, 9, 10, 11, 13]",4,73.91,,
"[4, 9]",3,73.91,,
"[4, 9, 10, 11]",5,73.91,,
"[4, 9, 10, 11]",6,73.91,,
"[4, 10, 11]",5,73.91,,
"[4, 11]",6,73.91,,
"[5, 6, 7, 8, 9, 10, 11, 13]",6,73.91,,
"[5, 7, 8, 9, 10, 11, 13]",5,73.91,,
"[5, 8, 9, 10]",5,73.91,,
"[5, 9, 10]",5,73.91,,
"[5, 9, 10, 11]",5,73.91,,
"[5, 9, 10, 11]",7,73.91,,
"[5, 13]",5,73.91,,
"[5, 13]",6,73.91,,
"[6, 7, 8, 9, 10, 11, 13]",5,73.91,,
"[6, 8, 9, 10]",5,73.91,,
"[6, 8, 9, 10]",6,73.91,,
"[6, 9]",7,73.91,,
"[6, 9, 10, 11]",7,73.91,,
"[6, 9, 10, 11, 13]",5,73.91,,
"[6, 9, 10, 11, 13]",6,73.91,,
"[6, 10, 11, 13]",5,73.91,,
"[6, 10, 11, 13]",6,73.91,,
"[6, 11]",6,73.91,,
"[6, 11, 13]",7,73.91,,
"[7, 9, 10, 11, 13]",6,73.91,,
"[8, 9, 10, 11]",5,73.91,,
"[8, 9, 10, 11]",6,73.91,,
"[8, 10, 11]",7,73.91,,
"[9, 10, 11]",3,73.91,,
"[9, 10, 11]",4,73.91,,
"[10, 11]",7,73.91,,
"[3, 4, 5, 6, 7, 8]",5,72.46,,
"[3, 4, 5, 6, 7, 8, 9]",5,72.46,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13]",4,72.46,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13]",5,72.46,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13]",6,72.46,,
"[3, 7, 8, 9, 10, 11, 13]",6,72.46,,
"[3, 8]",4,72.46,,
"[3, 8, 9, 10, 11]",7,72.46,,
"[3, 8, 9, 10, 11, 13]",7,72.46,,
"[3, 9, 10]",7,72.46,,
"[3, 9, 10, 11]",7,72.46,,
"[3, 10, 11]",7,72.46,,
"[3, 10, 11, 13]",5,72.46,,
"[3, 13]",6,72.46,,
"[4, 5, 6, 7, 8, 9, 10]",5,72.46,,
"[4, 5, 6, 7, 8, 9, 10, 11]",5,72.46,,
"[4, 5, 6, 7, 8, 9, 10, 11, 13]",5,72.46,,
"[4, 6, 7, 8]",5,72.46,,
"[4, 8]",7,72.46,,
"[4, 8, 9]",7,72.46,,
"[4, 8, 9, 10, 11]",3,72.46,,
"[4, 8, 9, 10, 11]",4,72.46,,
"[4, 8, 9, 10, 11, 13]",7,72.46,,
"[4, 9]",5,72.46,,
"[4, 9]",7,72.46,,
"[4, 9, 10]",6,72.46,,
"[4, 9, 10, 11]",7,72.46,,
"[4, 10, 11, 13]",7,72.46,,
"[4, 11]",3,72.46,,
"[4, 11, 13]",5,72.46,,
"[4, 11, 13]",6,72.46,,
"[4, 13]",5,72.46,,
"[4, 13]",6,72.46,,
"[5, 6, 7, 8]",5,72.46,,
"[5, 6, 7, 8, 9, 10]",6,72.46,,
"[5, 7, 8, 9, 10, 11]",6,72.46,,
"[5, 7, 8, 9, 10, 11, 13]",6,72.46,,
"[5, 8]",5,72.46,,
"[5, 8]",6,72.46,,
"[5, 8, 9, 10]",7,72.46,,
"[5, 8, 9, 10, 11]",3,72.46,,
"[5, 8, 9, 10, 11]",4,72.46,,
"[5, 8, 9, 10, 11]",5,72.46,,
"[5, 8, 9, 10, 11]",6,72.46,,
"[5, 8, 9, 10, 11]",7,72.46,,
"[5, 9, 10]",6,72.46,,
"[5, 9, 10]",7,72.46,,
"[5, 9, 10, 11, 13]",6,72.46,,
"[5, 10]",7,72.46,,
"[5, 10, 11]",6,72.46,,
"[5, 10, 11]",7,72.46,,
"[5, 10, 11, 13]",6,72.46,,
"[5, 11]",5,72.46,,
"[6, 7, 8]",6,72.46,,
"[6, 9, 10]",6,72.46,,
"[6, 9, 10]",7,72.46,,
"[6, 10]",6,72.46,,
"[6, 10]",7,72.46,,
"[6, 10, 11]",6,72.46,,
"[6, 10, 11]",7,72.46,,
"[6, 11, 13]",5,72.46,,
"[6, 11, 13]",6,72.46,,
"[6, 13]",5,72.46,,
"[6, 13]",6,72.46,,
"[8, 9]",3,72.46,,
"[8, 9]",4,72.46,,
"[8, 9]",5,72.46,,
"[8, 9]",6,72.46,,
"[8, 9, 10]",3,72.46,,
"[8, 9, 10]",4,72.46,,
"[8, 9, 10, 11]",7,72.46,,
"[8, 10]",3,72.46,,
"[8, 10]",4,72.46,,
"[8, 10]",7,72.46,,
"[8, 11]",7,72.46,,
"[9, 10, 11]",7,72.46,,
"[9, 11]",7,72.46,,
"[13, 15]",5,72.46,,
"[13, 17]",5,72.46,,
"[13, 17]",6,72.46,,
"[3, 4, 5]",5,71.01,,
"[3, 4, 5, 6, 7, 8]",6,71.01,,
"[3, 4, 5, 6, 7, 8, 9]",6,71.01,,
"[3, 4, 5, 6, 7, 8, 9, 10]",5,71.01,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13]",6,71.01,,
"[3, 5, 6, 7, 8]",6,71.01,,
"[3, 5, 6, 7, 8, 9]",6,71.01,,
"[3, 6, 7, 8]",6,71.01,,
"[3, 6, 7, 8, 9]",6,71.01,,
"[3, 8, 9, 10]",5,71.01,,
"[3, 8, 9, 10]",6,71.01,,
"[3, 9]",3,71.01,,
"[3, 9]",4,71.01,,
"[3, 9]",5,71.01,,
"[3, 9, 10, 11, 13]",7,71.01,,
"[3, 10, 11]",6,71.01,,
"[3, 11, 13]",7,71.01,,
"[3, 13]",5,71.01,,
"[4, 5, 6, 7, 8]",4,71.01,,
"[4, 5, 6, 7, 8, 9]",4,71.01,,
"[4, 5, 6, 7, 8, 9, 10]",6,71.01,,
"[4, 5, 6, 7, 8, 9, 10, 11]",6,71.01,,
"[4, 5, 6, 7, 8, 9, 10, 11, 13]",6,71.01,,
"[4, 6, 7, 8]",6,71.01,,
"[4, 7, 8, 9, 10, 11, 13]",6,71.01,,
"[4, 8, 9, 10]",3,71.01,,
"[4, 8, 9, 10]",4,71.01,,
"[4, 8, 9, 10]",5,71.01,,
"[4, 8, 9, 10]",6,71.01,,
"[4, 9, 10]",7,71.01,,
"[4, 9, 10, 11, 13]",7,71.01,,
"[4, 10, 11]",6,71.01,,
"[4, 10, 11]",7,71.01,,
"[4, 11]",5,71.01,,
"[4, 11]",7,71.01,,
"[5, 6, 7, 8]",6,71.01,,
"[5, 6, 7, 8, 9]",6,71.01,,
"[5, 8, 9, 10]",3,71.01,,
"[5, 8, 9, 10]",4,71.01,,
"[5, 8, 9, 10, 11, 13]",7,71.01,,
"[5, 9]",5,71.01,,
"[5, 9, 10, 11, 13]",5,71.01,,
"[5, 9, 10, 11, 13]",7,71.01,,
"[5, 10, 11, 13]",5,71.01,,
"[5, 11]",6,71.01,,
"[6, 7, 8, 9]",6,71.01,,
"[6, 7, 8, 9, 10, 11, 13]",6,71.01,,
"[6, 11]",7,71.01,,
"[7, 8, 9, 10, 11, 13]",7,71.01,,
"[7, 10, 11, 13]",7,71.01,,
"[8, 10]",5,71.01,,
"[8, 10]",6,71.01,,
"[8, 10, 11]",3,71.01,,
"[8, 10, 11]",4,71.01,,
"[9, 10]",7,71.01,,
"[10, 13]",7,71.01,,
"[11, 13, 14]",4,71.01,,
"[13, 15, 16]",6,71.01,,
"[13, 17]",4,71.01,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11]",5,69.57,,
"[3, 5, 6]",5,69.57,,
"[3, 7, 8, 9, 10, 11, 13]",7,69.57,,
"[3, 8, 9, 10]",7,69.57,,
"[3, 9]",6,69.57,,
"[3, 10]",6,69.57,,
"[3, 10]",7,69.57,,
"[3, 11]",4,69.57,,
"[3, 11]",6,69.57,,
"[3, 11]",7,69.57,,
"[3, 17]",7,69.57,,
"[4, 5, 6, 7, 8]",5,69.57,,
"[4, 5, 6, 7, 8, 9]",5,69.57,,
"[4, 6, 7, 8, 9, 10, 11]",7,69.57,,
"[4, 6, 7, 8, 9, 10, 11, 13]",7,69.57,,
"[4, 7, 8, 9, 10]",7,69.57,,
"[4, 7, 8, 9, 10, 11]",7,69.57,,
"[4, 7, 8, 9, 10, 11, 13]",7,69.57,,
"[4, 7, 8, 9, 10, 11, 13, 14]",5,69.57,,
"[4, 9]",4,69.57,,
"[4, 11]",4,69.57,,
"[5, 7, 8, 9, 10, 11, 13]",7,69.57,,
"[5, 9]",7,69.57,,
"[5, 10]",6,69.57,,
"[5, 11]",7,69.57,,
"[5, 17]",7,69.57,,
"[6, 7, 8, 9, 10]",7,69.57,,
"[6, 7, 8, 9, 10, 11]",7,69.57,,
"[6, 7, 8, 9, 10, 11, 13]",7,69.57,,
"[6, 7, 8, 9, 10, 11, 13, 14]",5,69.57,,
"[6, 9, 10, 11, 13, 14, 15, 16]",3,69.57,,
"[6, 10, 11, 13, 14, 15, 16]",3,69.57,,
"[7, 8, 9, 10]",7,69.57,,
"[7, 8, 9, 10, 11]",7,69.57,,
"[7, 8, 9, 10, 11, 13, 14]",4,69.57,,
"[7, 8, 9, 10, 11, 13, 14]",5,69.57,,
"[7, 8, 9, 10, 11, 13, 14]",7,69.57,,
"[7, 9, 10]",7,69.57,,
"[7, 9, 10, 11]",7,69.57,,
"[7, 9, 10, 11, 13]",7,69.57,,
"[7, 9, 10, 11, 13, 14]",5,69.57,,
"[7, 10]",5,69.57,,
"[7, 13, 14, 15, 16]",5,69.57,,
"[8, 9, 10]",5,69.57,,
"[8, 9, 10]",6,69.57,,
"[8, 9, 10, 11]",3,69.57,,
"[8, 9, 10, 11]",4,69.57,,
"[8, 9, 10, 11, 13, 14]",4,69.57,,
"[8, 11, 13, 14]",4,69.57,,
"[8, 13, 14]",4,69.57,,
"[8, 16, 17]",6,69.57,,
"[8, 16, 17]",7,69.57,,
"[9, 10]",5,69.57,,
"[9, 10, 11, 13, 14, 15, 16]",3,69.57,,
"[9, 11, 13, 14]",4,69.57,,
"[9, 15, 16]",6,69.57,,
"[9, 15, 16]",7,69.57,,
[10],6,69.57,,
[10],7,69.57,,
"[10, 11, 13, 14, 15, 16]",3,69.57,,
[11],3,69.57,,
[11],4,69.57,,
"[11, 15, 16]",6,69.57,,
"[11, 15, 16]",7,69.57,,
"[11, 16, 17]",7,69.57,,
"[13, 16, 17]",7,69.57,,
"[13, 17]",3,69.57,,
"[3, 4]",6,68.12,,
"[3, 4, 5]",6,68.12,,
"[3, 4, 5, 6]",4,68.12,,
"[3, 4, 5, 6]",5,68.12,,
"[3, 4, 5, 6]",6,68.12,,
"[3, 4, 5, 6]",7,68.12,,
"[3, 4, 5, 6, 7, 8, 9, 10]",6,68.12,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11]",6,68.12,,
"[3, 5, 6, 7]",5,68.12,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13]",7,68.12,,
"[3, 6, 7]",5,68.12,,
"[3, 6, 7, 8, 9, 10, 11, 13]",7,68.12,,
"[3, 6, 7, 8, 9, 10, 11, 13, 14]",4,68.12,,
"[3, 6, 7, 8, 9, 10, 11, 13, 14]",7,68.12,,
"[3, 7, 8, 9, 10, 11]",7,68.12,,
"[3, 7, 8, 9, 10, 11, 13, 14]",4,68.12,,
"[3, 8]",6,68.12,,
"[3, 8, 9]",5,68.12,,
"[3, 8, 9]",6,68.12,,
"[3, 9]",7,68.12,,
"[3, 9, 10, 11, 13, 14]",5,68.12,,
"[3, 9, 10, 11, 13, 14, 15, 16]",3,68.12,,
"[3, 10, 11, 13, 14]",5,68.12,,
"[3, 10, 11, 13, 14, 15, 16]",3,68.12,,
"[3, 11]",5,68.12,,
"[3, 13, 14, 15, 16]",4,68.12,,
[4],7,68.12,,
"[4, 5]",4,68.12,,
"[4, 5]",6,68.12,,
"[4, 5, 6, 7, 8]",6,68.12,,
"[4, 5, 6, 7, 8, 9]",6,68.12,,
"[4, 5, 6, 7, 8, 9, 10, 11, 13]",7,68.12,,
"[4, 5, 6, 7, 8, 9, 10, 11, 13, 14]",4,68.12,,
"[4, 6]",7,68.12,,
"[4, 6, 7]",5,68.12,,
"[4, 6, 7]",6,68.12,,
"[4, 6, 7, 8, 9, 10]",7,68.12,,
"[4, 6, 7, 8, 9, 10, 11, 13, 14]",4,68.12,,
"[4, 6, 7, 8, 9, 10, 11, 13, 14]",6,68.12,,
"[4, 6, 7, 8, 9, 10, 11, 13, 14]",7,68.12,,
"[4, 7, 8]",7,68.12,,
"[4, 7, 8, 9]",7,68.12,,
"[4, 7, 8, 9, 10, 11, 13, 14]",4,68.12,,
"[4, 8, 9, 10, 11, 13, 14, 15, 16]",3,68.12,,
"[4, 9, 10, 11, 13, 14, 15, 16]",3,68.12,,
"[4, 10, 11, 13, 14, 15, 16]",3,68.12,,
"[4, 11, 13, 14, 15, 16]",3,68.12,,
"[4, 13, 14, 15, 16]",4,68.12,,
"[5, 6]",5,68.12,,
"[5, 6]",6,68.12,,
"[5, 6, 7]",3,68.12,,
"[5, 6, 7]",4,68.12,,
"[5, 6, 7]",5,68.12,,
"[5, 6, 7, 8, 9, 10, 11, 13]",7,68.12,,
"[5, 6, 7, 8, 9, 10, 11, 13, 14]",4,68.12,,
"[5, 6, 7, 8, 9, 10, 11, 13, 14]",7,68.12,,
"[5, 7, 8, 9, 10, 11]",7,68.12,,
"[5, 7, 8, 9, 10, 11, 13, 14]",4,68.12,,
"[5, 9]",6,68.12,,
"[5, 9, 10, 11, 13, 14]",5,68.12,,
"[5, 9, 10, 11, 13, 14, 15, 16]",3,68.12,,
"[5, 10, 11, 13, 14]",5,68.12,,
"[5, 10, 11, 13, 14, 15, 16]",3,68.12,,
"[5, 13]",7,68.12,,
"[6, 7]",4,68.12,,
"[6, 7]",5,68.12,,
"[6, 7]",6,68.12,,
"[6, 7, 8]",7,68.12,,
"[6, 7, 8, 9]",7,68.12,,
"[6, 7, 8, 9, 10, 11, 13, 14]",4,68.12,,
"[6, 7, 8, 9, 10, 11, 13, 14]",6,68.12,,
"[6, 7, 8, 9, 10, 11, 13, 14]",7,68.12,,
"[6, 11, 13, 14, 15, 16]",3,68.12,,
"[6, 11, 13, 14, 15, 16]",4,68.12,,
"[6, 16, 17]",5,68.12,,
"[7, 8, 9, 10, 11, 13, 14, 15]",4,68.12,,
"[7, 8, 9, 10, 11, 13, 14, 15]",5,68.12,,
"[7, 8, 9, 10, 11, 13, 14, 15]",6,68.12,,
"[7, 9, 10, 11, 13, 14]",4,68.12,,
"[7, 9, 10, 11, 13, 14, 15]",3,68.12,,
"[7, 10]",4,68.12,,
"[7, 10, 11]",7,68.12,,
"[7, 10, 11, 13, 14]",4,68.12,,
"[7, 11, 13, 14, 15]",4,68.12,,
"[7, 11, 13, 14, 15, 16]",5,68.12,,
"[7, 13, 14, 15]",4,68.12,,
"[8, 9, 10, 11, 13, 14, 15]",6,68.12,,
"[8, 10, 11, 13, 14]",3,68.12,,
"[8, 10, 11, 13, 14]",4,68.12,,
"[8, 11, 13, 14]",7,68.12,,
"[8, 11, 13, 14, 15]",5,68.12,,
"[9, 10]",6,68.12,,
"[9, 10, 11, 13, 14]",4,68.12,,
"[9, 14, 15, 16]",6,68.12,,
"[9, 16, 17]",6,68.12,,
"[9, 16, 17]",7,68.12,,
"[10, 11, 13, 14]",4,68.12,,
"[10, 13, 14]",4,68.12,,
"[10, 13, 14, 15, 16]",3,68.12,,
"[10, 15]",6,68.12,,
"[10, 15]",7,68.12,,
"[11, 14]",4,68.12,,
"[11, 14, 15, 16]",6,68.12,,
"[13, 15]",7,68.12,,
"[13, 15, 16]",5,68.12,,
"[16, 17]",6,68.12,,
"[16, 17]",7,68.12,,
[3],5,66.67,,
"[3, 4]",5,66.67,,
"[3, 4]",7,66.67,,
"[3, 4, 5]",7,66.67,,
"[3, 4, 5, 6, 7]",3,66.67,,
"[3, 4, 5, 6, 7]",4,66.67,,
"[3, 4, 5, 6, 7]",5,66.67,,
"[3, 4, 5, 6, 7]",6,66.67,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14]",6,66.67,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14]",7,66.67,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16]",5,66.67,,
"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16]",6,66.67,,
"[3, 5, 6]",7,66.67,,
"[3, 5, 6, 7]",6,66.67,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13, 14]",4,66.67,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16]",5,66.67,,
"[3, 6]",5,66.67,,
"[3, 6]",6,66.67,,
"[3, 6]",7,66.67,,
"[3, 6, 7]",6,66.67,,
"[3, 6, 7, 8]",7,66.67,,
"[3, 6, 7, 8, 9]",7,66.67,,
"[3, 6, 7, 8, 9, 10, 11]",7,66.67,,
"[3, 6, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[3, 6, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[3, 7, 8]",6,66.67,,
"[3, 7, 8]",7,66.67,,
"[3, 7, 8, 9, 10]",7,66.67,,
"[3, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[3, 7, 8, 9, 10, 11, 13, 14]",7,66.67,,
"[3, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[3, 8]",5,66.67,,
"[3, 8]",7,66.67,,
"[3, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[3, 8, 9, 10, 11, 13, 14]",4,66.67,,
"[3, 8, 9, 10, 11, 13, 14, 15]",7,66.67,,
"[3, 9, 10, 11, 13, 14]",3,66.67,,
"[3, 9, 10, 11, 13, 14]",4,66.67,,
"[3, 9, 10, 11, 13, 14, 15]",7,66.67,,
"[3, 10, 11, 13, 14, 15]",7,66.67,,
"[3, 11, 13, 14, 15, 16]",7,66.67,,
"[3, 14, 15, 16]",3,66.67,,
"[3, 17]",6,66.67,,
[4],5,66.67,,
"[4, 5, 6]",5,66.67,,
"[4, 5, 6]",6,66.67,,
"[4, 5, 6]",7,66.67,,
"[4, 5, 6, 7]",3,66.67,,
"[4, 5, 6, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16]",5,66.67,,
"[4, 6, 7]",3,66.67,,
"[4, 6, 7, 8, 9]",7,66.67,,
"[4, 6, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[4, 6, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[4, 7]",4,66.67,,
"[4, 7]",5,66.67,,
"[4, 7]",6,66.67,,
"[4, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[4, 7, 8, 9, 10, 11, 13, 14]",7,66.67,,
"[4, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[4, 8, 9, 10, 11, 13, 14, 15]",6,66.67,,
"[4, 9, 10, 11, 13, 14]",5,66.67,,
"[4, 11, 13, 14, 15, 16]",7,66.67,,
"[4, 13, 14, 15, 16]",3,66.67,,
"[4, 17]",6,66.67,,
[5],5,66.67,,
[5],7,66.67,,
"[5, 6]",3,66.67,,
"[5, 6, 7]",6,66.67,,
"[5, 6, 7, 8]",7,66.67,,
"[5, 6, 7, 8, 9]",7,66.67,,
"[5, 6, 7, 8, 9, 10, 11]",7,66.67,,
"[5, 6, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[5, 6, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[5, 7]",5,66.67,,
"[5, 7, 8]",7,66.67,,
"[5, 7, 8, 9, 10]",7,66.67,,
"[5, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[5, 7, 8, 9, 10, 11, 13, 14]",7,66.67,,
"[5, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[5, 8]",7,66.67,,
"[5, 8, 9]",5,66.67,,
"[5, 8, 9]",6,66.67,,
"[5, 8, 9]",7,66.67,,
"[5, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[5, 8, 9, 10, 11, 13, 14]",4,66.67,,
"[5, 8, 9, 10, 11, 13, 14, 15]",7,66.67,,
"[5, 9, 10, 11, 13, 14]",3,66.67,,
"[5, 9, 10, 11, 13, 14]",4,66.67,,
"[5, 9, 10, 11, 13, 14, 15]",7,66.67,,
"[5, 10, 11, 13, 14, 15]",7,66.67,,
"[5, 11, 13, 14, 15, 16]",7,66.67,,
"[5, 17]",6,66.67,,
[6],6,66.67,,
"[6, 7]",3,66.67,,
"[6, 7, 8, 9, 10, 11, 13, 14]",3,66.67,,
"[6, 7, 8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[6, 8, 9, 10, 11, 13, 14, 15]",6,66.67,,
"[6, 8, 9, 10, 11, 13, 14, 15, 16]",4,66.67,,
"[6, 8, 9, 10, 11, 13, 14, 15, 16, 17]",3,66.67,,
"[6, 9, 10, 11, 13, 14]",5,66.67,,
"[6, 9, 10, 11, 13, 14, 15, 16]",4,66.67,,
"[6, 10, 11, 13, 14, 15, 16]",4,66.67,,
"[6, 13, 14, 15, 16]",3,66.67,,
"[6, 14, 15, 16]",3,66.67,,
"[6, 15, 16]",3,66.67,,
"[6, 16]",7,66.67,,
"[7, 9]",3,66.67,,
"[7, 9]",4,66.67,,
"[7, 9, 10, 11, 13, 14]",3,66.67,,
"[7, 9, 10, 11, 13, 14, 15]",7,66.67,,
"[7, 10]",3,66.67,,
"[7, 10, 11, 13, 14]",3,66.67,,
"[7, 10, 11, 13, 14, 15]",3,66.67,,
"[7, 10, 11, 13, 14, 15]",7,66.67,,
"[7, 11, 13, 14, 15]",3,66.67,,
"[7, 13, 14, 15]",5,66.67,,
"[7, 13, 14, 15, 16]",4,66.67,,
"[8, 9, 10, 11, 13, 14, 15]",3,66.67,,
"[8, 9, 10, 11, 13, 14, 15]",5,66.67,,
"[8, 9, 10, 11, 13, 14, 15, 16]",4,66.67,,
"[8, 9, 10, 11, 13, 14, 15, 16]",7,66.67,,
